File,Binoculars,GPTZero,Fast-DetectGPT,Date/Category
dc_2021_6b6e5b86276c7088da670a90c13c7bfa.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
dc_2021_701530998e96a9ee0564fbd6be2d50c5.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
dc_2021_73efdd8f928a9fa899b6263af08c2878.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
dc_2021_7b0de9621bd4e2fd53a4fb57f91790c9.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
dc_2021_8ad7dd080a8cdddc4d65d18b648a64b5.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
dc_2021_a41afd31c611ebd54cc6df65990edb4b.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
dc_2021_b2fc4055db1952ff46d47a85c26efbd7.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
dc_2021_b76b49b10dd3e5a4423fafa5f08533c7.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
dc_2021_c5e46e8ba2d2ce22f2039a6b7dd940e0.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
dc_2021_cea7a33d5234021cf9a0587ac0c3b476.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
dc_2021_cedf8b582b1e58668f6b641ad17feb00.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
dc_2021_cf9aa30d4639d29f7bba407b76922464.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
dc_2021_fe6e4cb1e50212e179006bbee1499d77.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_0656bf0e0fc3ec3bdde5def617d4198b.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_089d5ab37d4f07a7c2d28d9914e7bcf9.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_08e28c5f18eeffd59931a32196d0b04e.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_111a40dc198e4fdbfe180a76b1269d81.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_3b11e3c22d66f5ed40966c6570fea817.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_4415c7c39120da31df632afb9448dcd7.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_57dd22aa0d6ecb1ff319b3ceb759a403.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_5c1687b9dff8f70323eacd40481975bf.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_5f345344662367bfd485e3226071acbb.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_669310e791ee7b92fc9aa00e2120461a.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_69707f362d9aeda71f7e9875f583f895.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_6bac82e8399ebc30eae1e9e17f24477a.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_6fc6663a684e3858e9112b6b48d54890.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_85483a77cf7ed5c16f548cd1b066103c.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_8631594d54ff2d40291217367aa43739.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
me_2021_8b0969c0aab7eed6594f37df98dcdda8.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
me_2021_901ddd3ea2dbb55e3e1d53ea1e7fc03b.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_91bddaf2c88ce251f7eb0d16453d5038.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_9c4cb7e150cafef27bbb2ebe977100cf.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_a7a888d3daae459b0ce0d9a2b5570006.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_af5ed764bf554679c0556bbd0855f917.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_b2ec40d86926a667e0d260e58e223682.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
me_2021_bfa9ce1e8f97a8284bf8fa81f6847eb5.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
me_2021_cadfe8218b4f2e4b238d9226a572bf20.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
me_2021_f9a44ed46fb0cfafedf6f576475a9042.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nd_2021_007ebfe547e06071f6a03618da7e646b.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nd_2021_22a0dd63ddf619f43aa040997e720cb9.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nd_2021_356ba64ccf805965a9922a25d2fd930a.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nd_2021_48993ef7b053fd1db725adb149bcccc3.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nd_2021_4d5e4437e10f562c6bdc129766790bec.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nd_2021_526be586dd6070e4d73dcac73768792d.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nd_2021_5789af2dce0e0ea008f1a67e42f3a6fb.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nd_2021_5cac57d0f10153d457abcab2b1733b95.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nd_2021_aa01f3393d6ee3283872c5912bdf12f9.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nd_2021_e191b4e90f3ae7697b29db1a6c7f674f.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nd_2021_fe2c51a7877bb9d6ee57ee6cbcbbb600.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_00fb42b799222aa70c5368ae82b1f11b.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_010d9504bde1578f3e126146e741ecc3.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_0640b828b2f12f427ac5a31e3f8f3ff5.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_0e758debaf06fe6daf6b860ff8cc025f.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_12c9ec980b54e5d81cb778bab1fd710a.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_1929cc04496f8186335113c8c7a75385.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_1b4d4d1818e4263708777b6623c2b957.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_1bf02626592e34298d17a129f4913b8f.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_375da42478cbff30a5c2dfaa0fd12d9e.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_3a44da95cb47690532962328a25eb553.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_4a6e0ff3a8c2328b259b19f905b2d459.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_4a7aedd73aa094baacb1530bdac6f5b9.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_4e295f75f6901ae2fce3afc65fef25e4.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_524df8de46eb154ef5938c66c5fe249e.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_55f8933516c0d49425c4d7a018a67d26.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_5bee1244ed63407a43d4a3f90b7aad96.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_657ea5e85b11d63596060f33c22155b1.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_65f8fcba99cb708e6581a12aff8aaa4e.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_66d34bbf8d20496297575e2db09cf005.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_68cb55bbc72ce4d53ac2410035136b13.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_7f10401deba81e276db600f9a788ef4b.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_7fa10d5a02cda41f1df87b9eb8039835.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_85363626d0be349acf5ac66b89db6b01.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_89006669ce481806b74f7ae1bca522ce.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_8983d333d1cabc1450e106b32547b59b.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_8aaafedf494bce71f06306fb35616603.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_8c03900498fdbca77cd67ab6e4916a7b.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_8cba908fcffc1ab23089a1c8551bb651.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_8d7197e3ab96008787ece19affc55af1.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_922240a1da8027d787ff37b022c9d782.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_95786f07e4b07f880d6e2fbca21cee4c.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_957f3b772e47988baf1ebe7c384ef44c.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_97c83c1c81e2d3ae9596aa54d7885331.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_9bedc46acf1cb6cddbea24b552fdb8ee.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_9d4b219368d19fb629605a785909ce50.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_9da822b316e993501d0390919f43eb39.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_9e9a1033c53957ca7b5cfac0a1410903.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_a3072b503731bea7f715324ad06148da.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_a8f2b22141b6548d289b1e2ccb7f30a9.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_ac61aab9944d1bdd0a59174737c3a62d.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_b22508a6c0d65c437901140bb3b2e0d0.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_b79352ba767297b1d1527478af690079.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_b86e79fe713b1e5ae81f92482c4805f0.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_beb279456afd22d8a2c5b26e9de17d83.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_beeb9e661015fe14b2bd0a621a4f6f14.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_bf4930aac1f15abe56d0dc9a08fe6b40.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_c648f0251e02af5ef90659626069f0d5.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_dc387721a333cf18bad57945f3974fee.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_dc6ebf526584f0314985045a2b6f5b54.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_df15732b97a3f135e7ac6813ff90bd71.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_e0e76d3d830c4800451371a240913179.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_e10dff554673f37a7be70331884a943f.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_e1423e706d4c80858b0aa6c7e4452f00.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_e35ecf326a96e86f398c503c14171396.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_e5f65672742e8346c4b996016b3f8c80.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_e79c20ce440f8575709c64c145cb863b.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_e812345aa5aaae48f16c9c7fe8cb0c01.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_ea24bdf2dbe04a343d03ec23af84b308.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_ed469772c3e0110df6810cc319f8e565.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_edb6e920ebbba2379bce56a13871082d.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nj_2021_edff28774722297a50a5be4fdbea68c7.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_f0285652a471660225a4e68a51822d90.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_f897307022d698644e96cb7d634dbc8d.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nj_2021_fa1cb5f2f43a0092511153103d897870.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_0a174bfd16f5c9bf846ab1ddb11d9e09.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_0dc79c07a3a0be642798002206499370.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_29c9930b2b4dd6c40d558284bcdc1ad9.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_2b78d287d4b9af9a5a710a557e19c786.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_37e8b2f49172473f2f4fdb7cc7bf58f0.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_4397ba2d7320757a698b29eb8753c7ab.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_43d6cb482849ee4445edc6215b996954.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_4a9615d7f6e3c6456c63f41705b947b5.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nv_2021_55aff6153aca158248cc700aabdedf38.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_5ade8e641323d2838d0b295545f1e9ef.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_5d8160688de0b474d8f0b5512b8a7006.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_6b8c46e353bd37838d61fc52d6fb4bd1.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_76a44e734ea2ee40bacfe29d976a8e83.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_81a3a7c73ab17cbea1f710909ab376dc.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nv_2021_afb7c2b53c40179abe674c129647528e.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_b9d84c66c01c85cef842d94d82fca5e9.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
nv_2021_bcb61e55738524a875c43fea0ce8cb2f.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_c4e9d5ba46cca5e160d0ff6711557d39.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_f18a2b3589681454ff05e24ecfb60a5f.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_f3363373f7bbfde4162bb2b2e19aa84c.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_f4a487ae95eceb2185e2d1da78f0a341.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
nv_2021_fbbb8569407f4b299504bc78c651a25d.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_0b058b73a9907090a1f7423314e7fccb.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_0dfaf8b34caf4240e10a82787364652d.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_297c073c06ac1cf806dcdcd389832024.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_66cb99bd49277416b082b89268104dd6.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_721881a3294ad8849922a9484fa20669.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_7cf4edc31cfb62d335c0a475b49c932f.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_867488bdb56b9c5b8b5e663a12795387.html.gz,AI,HUMAN,AI,2021/Newspapers
ri_2021_8e37b671734bb228fafed7e9295463ea.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_bddb69a1a8657e799b38e546a1d435b7.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_c2bcee7b1b55a537caeb37d29295c0f5.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_d8aaaf11125f00c4adc5ebb27ecb59c2.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_d90c92d08757ec6302ef9da9c63ad0b6.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_dc78a87d6ffb596499bfbb60c4579b6e.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_dfb0f190aa755d4c2a2485bd4740de82.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ri_2021_fc0910de1b7fd46e9adf612fae68d7b9.html.gz,AI,HUMAN,HUMAN,2021/Newspapers
id_2021_0c7b3a7de96389e46e7b716dd90679ca.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_1bf5f10c11772a7ff907c22afd7177c8.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_32034f4ceeb6bea91444886c00a8b199.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
id_2021_33194f16cac02c39d0710d683f44dfa4.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_39e02981fc56f1169d124faef70fa1af.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_55f9d3ba025a1e016886289980568653.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_561cc97299eea3d6202758986c29a0ea.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
id_2021_5d8c20d878888357575f99ca151835fe.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_5ff265fef9e4304b3f74e770f2276917.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
id_2021_6a287987e0aff3c3b00e1aba8cf2d63c.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
id_2021_79f40cda212c098b7bc41848226d5220.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_7cdc7ffc58b0ff05ebf7299a18881e34.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
id_2021_83fe4e9b57342cd2b7b7600f8f98a4c2.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_8c0bb67a76d024d0b5a2428fd5d607f5.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_aba86e309258b14a7ef719b869a765f8.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_b4df1674d50c7c2ccc76845a81c85e23.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_b7c42b26958e1576eb787a1120c9adb5.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_bf09f6948e42e911c522f3e59e03768e.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_c049de4e462818f0f13495b53b8e6951.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_c0e648f92b0b88f79d6e8eb8ad50573f.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
id_2021_d48d34c894a52ca2f53915a3ed442957.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_d68e6aaa577974d36fc6e300851b862a.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_e66b917a52bbe4e118b0ac7e331e1d83.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
id_2021_ef18155bdf4d7ab45948fd491bd074a5.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
id_2021_f1e71266fd0b7f94501ea8aa48c88391.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
id_2021_ffbf637cd6321954759c6952f49cae27.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
vt_2021_ede87588d8e5219656375b68bb0ab7f4.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_0151be6a293062a1e72e8e4710e03420.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_04329e032bbd99926ca521a0ee7ba8a7.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_07d8487eed62f5538a81c2c0f477ce93.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_1355c58df0a7ead20e35f2d39dda98c3.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_17bca73ab4acd9e0357bae5c0b08bd02.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_1a11a78855ca69266ea7258f7e44b6be.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_1bea11d0eb1cb4d86b2bee8d682ef428.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_1c487b73cd51fb5b8cb45bd60a8bfe38.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_1ec6ee57f704ade2929c70e9321761ac.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_2276f11ae176c19ed0aca22b70ff8c25.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
mt_2021_25a6290a9cf21105ec6daebfcfad466c.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_2f0bce8bdd603969442e3161923f3919.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_2f2a945de19911f5efb05a13cc70f5ce.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_3103464dde2909264d8b2401bd41e159.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_3342f612e90ce8a80c6097a646ec5624.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_360f62e21f203be19222e92c1818671a.html.gz,HUMAN,HUMAN,AI,2021/Newspapers
mt_2021_39b7783599e4543f40f5ab9783764bcd.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_3ad2d883a02e715829a90fe20cc8c083.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_53154fe41fe47cbab35c2283902302bb.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_56e9cb3c7d182e0d4b01a442d8fb3414.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_66a30fc9d25e6c0f59e400eff20be246.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_6a4989168906a31f62be0955764a2205.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_721d061bc595ead40dfc004ff424a29e.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_7416bf78cd0d6ffecfbb18a0f02a4ef2.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_78f0e079c1c23c503ea06fd989e851e1.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_8ecbe31e7dc9bfd3593e004da6774b95.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_90a463c2e3db9130ed4e6ab92a86063c.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_9878fc29e19cecc5455bf56a9a99c536.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_9a32f9bda408344460937d69f4386158.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_9fc22e3bb98ec124d6f49197cfc73c96.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_a24b90a4f90faac17d001797e49f01ba.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_a42135a5ceccf882a154a1e640201510.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_a4e4124974ab6d97f19041a21feb5922.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_aad10c1425e38bb0539e18b1a10b3d46.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_ad45e4bb5cd1bc8091035960a5ac1711.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_c03d6a62f8140b72e85a5501446f1a94.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_ceadd00119442d6587d3295aecc08aa3.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_cf5131d2367b965f612a9e6297d77e2a.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_e5f819495553e6bdcb8bf5d23f393799.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_ea541ecca3fc7a8aa4ce019e04fde3e9.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_ea94007c9583fd095177b934ad6bd5c1.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
mt_2021_fb8dc742a332a1c65682214289f8c86f.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_00aba609b391d4ab844eb2b6e095c896.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_01b3cd32f7d404293bbc2deb4ebf2bf5.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_0a662754e85ad52a02db8df2cefc694e.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_0eec6b08e925a0374d4dc642ac015cf4.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_185aa5149f4f7f6ff854f2ae09bfea5b.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_18abfa74b2875494e1d07e4e07370405.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_18e5d0b7d4aaf3e2c82e453726d8dc1b.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_1f2d0a5f822306e00dbe28428347699e.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_2394ee641e618e39d0a3077b0e2484ae.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_24301a0dcb63b78f514534c1be0186a6.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_26b647da30adb96c39ae27523e88e880.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_26e4fbafc590fcd96e7ff43ed25e215f.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_27bea730d5c9cbe588b2789bf0377ae0.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_2c87ccc90b2cea6728a3a93cbaf51e87.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_2d4855c648f00793a871ea270ecb3f33.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
ga_2021_30df07de567ae26e401a59107fbb82f7.html.gz,HUMAN,HUMAN,HUMAN,2021/Newspapers
