article,author,sub_sentences
CNN_Clean_2024_result_180,human,"(CNN) &#8212; Last Friday, 20 technology platforms agreed to better label and curtailAI-generated disinformationthat's being spread online to deceive voters during a busy election year. They pledged to provide ""swift and proportionate responses"" to deceptive AI content about the election, including sharing more information about ""ways citizens can protect themselves from being manipulated or deceived. ""Thisvoluntary commitment, signed by Google, Microsoft, Meta, OpenAI, TikTok and X (formerly Twitter), among others, does not outrightly ban the use of so-called political ""deepfakes"" - false video or audio depictions - of candidates, leaders and other influential public figures. Nor do the platforms agree to restore the sizable teams they had in place to safeguard election integrity in 2020. Even at those previous levels, these teamsstruggled to stopthe spread of disinformation aboutthe election result, helping to fuel violence at theUSCapitol Building as Congress prepared to certify President Joe Biden's victory.In response, the platforms have pledged to set high expectations in 2024 for how they ""will manage the risks arising from deceptive AI election content,"" according to the joint accord. And their actions will be guided by several principles, including prevention, detection, evaluation and public awareness.If the platforms want to prevent a repeat of 2020, they need to be doing much more now that technology has made it possible to dupe voters with these deceptively believable facsimiles. And they need to match their pledges to do better in 2024 with actual enforcement and debunking that can be documented and shared with the public, something they'vefailed to dowith any consistency in the past.In December,Free Press foundthat, between November 2022 and November 2023, Meta, X and YouTube eliminated a total of 17 critical policies across their platforms. This included rolling back election misinformation policies designed to limit ""Big Lie"" content about the 2020 vote. During roughly the same time period,Google,MetaandXcollectively laid off approximately 40,000 employees, with significant cuts occurring in the content moderation and trust and safety categories. At the time, platforms described the staffing cuts as necessary to align their companies with a ""different economic reality"" (Google) or because earlier capital expenditures ""did not play out [as]... expected"" (Meta).This backsliding fosters less accountability across prominent platforms as tech companies turn their backs onyears of evidencepointing to theoutsized role they playin shaping public discourse that affects civic engagement and democracy. Their role as conduits of misinformation will likely increase as the sophisticated AI tools needed to create deepfakes of politicians become more widely available to users of social media. Without the platforms demonstrably enforcing these and even stronger rules against the spread of voter disinformation, we'll face more high-tech efforts to hijack elections worldwide.It's already happening. Last year in the Chicago mayoral race, a fake audio recording meant to mimic candidatePaul Vallaswas circulating on X."
CNN_Clean_2024_result_85,human,"Last year, Ohio made it a felony to call in a false emergency if it leads to a law enforcement action. Meanwhile, Virginia last year stiffened penalties, making swatting calls punishable by up to 12 months in jail.But we need more than just stiffer punishment. We also have an interest in toning down the potentially incendiary rhetoric that ignites this kind of dangerous behavior by dangerous and misguided people. Some of the most prominent victims of swatting in recent months have been associated in some way with former President Donald Trump. As TheWashington Post reported recently, ""While some on the right have been affected, many targets share a common attribute: They have done or said something that has earned Trump's ire. ""In January, a day after Trump berated Judge Arthur Engoron, who is presiding over his New York civil fraud trial, as ""TRUMP HATING"" on social media,Engoron was swatted; A caller reported topolice that a bombhad been placed at Engoron's home. A contingent of police officers, including members of the local bomb squad,rushed to Engoron's residence, but no bomb was discovered.Other officials involved in Trump-related cases have also been swatted in recent weeks. Jack Smith, the special prosecutor in two criminal cases involving Trump,was swatted on Christmas Day.On January 7, police received acall about gunfire at the home of Federal Judge Tanya Chutkan, who is presiding over a federal case in which Trump is charged with election interference. Again, the reported emergency was false.Shenna Bellows, the secretary of state in Maine, wasswatted in late Decemberafter making public her finding that Trump had participated in an insurrection on January 6, 2021,when more than a thousand of his followers fought their way into the US Capitol,which she concludedmade him ineligible to run for president in her state. Her decision has beensuspended pending a US Supreme Court rulingin the case.Swatting increases the likeliness of inadvertent harm to the public by the very people whose job it is to protect us. As someone who hasreceived his share of threats from Trump supporterswho remain incensed by my participation in the congressional investigation into January 6, I can tell you that it's very difficult to stay calm when someone tells you they are ready to come kill you.Officials have been swatted at every level - even the highest office in the land. Earlier this month,firefighters rushed to the White Houseafter a caller falsely reported a fire."
CNN_Clean_2024_result_476,human,"But in implementing Amendment 4, the Florida legislature created legislation requiring that former convicts pay off certain legal financial obligations before their rights were restored - a hurdle that prevented manyFloridians from voting.If states pass a ballot initiative on reproductive rights, hostile legislatures could likewise pass legislation testing the limits of new constitutional protections - for example, by imposing limits claimed to help women. That means that state legislative majorities and governors will have a good deal to say about abortion policy in a state, even if a ballot initiative passes.The same is true of state Supreme Court elections.State courtsare tasked with interpreting the open-seeming terms of ballot initiatives - and determining whether they would permit specific restrictions. Most state Supreme Courts require their judges to face somesort of election.Critical partisan races in states like Ohio,Wisconsinand Michigan will determine the balance of power onstate Supreme Courts.Retention elections, which tend to reward incumbents, can also produce surprises, especially when a state court hands down anunpopular, high-profile ruling. State courts will decide whether to interpret a ballot initiative to permit more regulation - or even whether a state constitution protects the personhood and fetuses and embryos and thus potentiallyprohibits abortion or IVF.If state legislatures or judges can gut ballot initiatives, a Republican president might set the stage for a federal ban that would preempt state constitutional protections. Conservative activists who worked in the first Trump Administration (and who remain close to the former president) have promised that Trump's Department of Justice would interpret the Comstock Act, a 1873 obscenity law, asa de facto banon all abortions and prosecute doctors and drug companies across the country, even in states where reproductiverights are protected.If Trump wins office, embraces this argument and convinces the Supreme Court to agree with his interpretation, the Comstock Act, as a federal law, could override any state protections voters create. Trump has been asked repeatedly about the Comstock Act and has thus far refused toanswer the question- a telling omission given his public position that the states, not the federal government, should decide the abortion question.And significantly, the 2024 election will be taken as a bellwether about whether voters actually care about issues related to reproductive rights. For years, conventional wisdom suggested that most voters opposedcriminalizing abortion- especially early in pregnancy- but that reproductive health issues were a top priority only for a relatively smallfraction of the electorate. That made Republicans comfortable tying themselves to the antiabortion movement, even if that movement's favored laws were unpopular: most voters may disagree, but few seemed to prioritize the issue.That assumption no longer seemed to hold true after the Dobbs decision. Democrats' position on abortion seems to have prevented a widely expected red wave inthe 2022 midterm. Voters who supported reproductive rights began ranking the issue as one of the mostcritical to their decision. It is for that reason that President Joe Biden and othershave made reproductive rights socentral to their campaigns.If Trump wins, pundits - and the GOP - will conclude that voters do not care much about reproductive issues after all. Republicans, who have been caught between the demands of base voters opposed to abortion and the majority unhappy with the status quo, will be sorely tempted to read a Trump win as a way out. Many Republicans will want to give the antiabortion movement more of what it wants without consequences. That means that if Trump wins, it could encourage far more aggressive actions on abortion by Republicans across the country.So it is absolutely right to think that abortion is on the ballot. But if anything, the stakes are far higher than the fight over ballot measures would suggest.Opinion by Mary ZieglerTM & © 2024 Cable News Network, Inc., a Time Warner Company."
CNN_Clean_2024_result_460,human,"(CNN) &#8212; Former President Donald Trump andJudge Juan Merchanare playing ahigh-stakes game of legal chickenin the ongoinghush money trial, with a renewed threat of incarceration that couldroil the presidential race.Fines totaling $10,000 haven't deterred Trump from repeatedly defying the gag rule in the case, with the former president and presumptive Republican nomineefound in contempt of courtfor the 10th time on Monday. Trump is prohibited from making personal attacks on witnesses, prosecutors, jurors,court personnel and their families.Prosecutors haven't askedfor jail time for Trump's violations.But it is possible that threats of jail time won't have the desired effect either, as Trump may believe such a penalty will be the best illustration yet of a politically biased legal system run amok. ""Frankly our Constitution is much more important than jail,""Trump saidon the 12th day of his trial over falsifying business records in a hush money scheme to improve his chances in the 2016 election.Jailing Trump could give him yet more ammunition for rallying his base against what he calls awitch huntand describes as a form ofelection interference. It could also be afundraising boon, whichTrump sorely needsto pay legal expenses and keep up with Democrats. (Biden's principal campaign committee went into Aprilwith nearly twiceas much as Trump's main campaign account.) His campaign says it raised$7.1 millionfrom his booking and mug shot alone in the Georgia election interference case. The windfall from this imagery could be even greater.It would also mean that the first real possibility of Trump sitting in a cell would come from the criminal case that many legal experts widely considerthe weakest of the four against him.Merchan appears to understand the risk as well as the sheer weight of his decision over possible jail time. ""Mr. Trump, it's important you understand, the last thing I want to do is put you in jail. You are the former president of the United States and possibly the next president as well,""the judge said. ""The magnitude of this decision is not lost on me, but at the end of the day I have a job to do. ""However, no previous adverse legal judgment against Trump has seemed to make him a less competitive general election candidate, including theverdicts in the E. Jean Carroll civil casesover sexual abuse and defamation and theNew York civil fraud judgment.The handing down of multiple indictmentsboosted Trumpin the Republican primaries. The beginning of the hush money trial hasn'tnoticeably hurtTrump in polling matchups against President Joe Biden. Most of the country appears divided over whether Trump is being treated more harshly or lightly than other defendants, according toa CNN poll conducted by SSRSin April, but about three-quarters of voters backing Trump say they will still support him even if he is convicted of a crime. (Trump has pleaded not guilty and denied all wrongdoing in the four cases against him. )In this particular case, Trump could be jailed for speaking out during a trial over allegations that some critics say should bea case of misdemeanor chargesonly, while an accuser such as former Trump attorneyMichael Cohenhas been nearlyubiquitous in the press. (Merchan has warned Cohenthat if he keeps criticizing Trump the gag order barring the former president from comments about witnesses, jurors and others might no longer apply to references to him.) One of Trump'sgag rule violationswas reposting a link to aNew York Post columnby George Washington University law professor Jonathan Turley attacking Cohen's credibility on the basis ofpast perjury.Discussions of offensesfor which Cohen pleaded guiltyseem like fair play for public debate rather than an attempt to threaten or intimidate a witness. Trump and his supporters could argue a double standard here.All these developments come against the broader backdrop of Trump blaming his legal woes on his political opponents - Biden and allied Democrats."
CNN_Clean_2024_result_66,human,"Ron DeSantis showed in the days between his second-place finish in Iowa and his withdrawal from the race, it's agony to keep campaigning when you know you only face humiliation in the races to come.The Republican Party is united behind Trump, and with optimal conditions for an opponent like Haley, Trump was still unstoppable. Now he's weighing vice presidential picks, and the ultimate contest - the rematch between him and Biden - begins.Daniel McCarthy is the editor of ""Modern Age: A Conservative Review"" and a columnist for ""The Spectator World"" and Creators Syndicate.Rizwan Virk: Marianne Williamson could have been what Democrats neededThe results Tuesday night, whilenot awarding any delegates to the currentpresident, only confirmed what many of us liberal Democrats suspected: The Democratic Party no longer gives a fighting chance to candidates other than establishment neoliberals, so we must look elsewhere.That President Joe Biden will be the winner of the nomination seems a foregone conclusion, even though I think author Marianne Williamson, who represents more traditional liberal values, could have made a bigger impact if she was given a chance.Williamson might have picked up the pro-peace contingent if she hadn't been mostly ignored by the traditional media and other Democrats. She was one of the few peace candidates,calling for a ceasefire early onin Gaza, and even wrote that ratherthan bombing the Houthis in Yemen, we might resolve the Red Sea shipping crisis by stopping the bombing of Gaza, the stated reason for the Houthis' attacks on merchant vessels - a principled liberal stance that no other mainstream candidate seems willing to say out loud. Biden's stance on both Gaza and Ukraine seem to align more with neoliberal and neocon values.After liberal stalwart Bernie Sanders, the Vermont senator, criticized Biden for failing to address working-class voters' concerns,Williamson pointed outthat there was a Democrat who was already doing so (herself), but was largely ignored by Sanders and the media.Even failed 2020 candidate Andrew Yang, who suffered a similar fate to Williamson in the Democratic primaries,encouraged Williamson to step asidein favor of Minnesota Rep. Dean Philips just a few days before the New Hampshire primary. Williamson's response to Yang should make traditional liberals beam: ""The days of a woman stepping aside on the assumption that a man can do a better job are over. ""Rizwan Virk founded Play Labs @ MIT and is the author of ""The Simulation Hypothesis: An MIT Computer Scientist Shows Why AI, Quantum Physics and Eastern Mystics Agree We Are in a Video Game."" He is currently at Arizona State University's College of Global Futures.Patrick T. Brown: Trump cleared the GOP ranks of future leaders in his march to the topIt's all over but the shouting - former South Carolina Gov. Nikki Haley may have barely mustered a close enough showing in the New Hampshire primary Tuesday to justify a push toward her home state, but for all intents and purposes, the Republican Party has chosen to nominate former President Donald Trump for a third time.The roster of those whom Trump defeated on his way to victory in2016,2020and 2024 shows the deep bench of possible presidential contenders that Republicans had prided themselves on during the presidency of Barack Obama.Dozens took their shot and lost: Successful governors who turned out to be paper tigers, like former Wisconsin Gov.Scott Walkerand Florida Gov.Ron DeSantis;self-described compassionate conservatives like former Florida Gov.Jeb Bushand South Carolina Sen.Tim Scott;principled conservative senators like Texas Sen.Ted Cruzand Florida Sen.Marco Rubio;business-friendly moderates like former Ohio Gov.John Kasichand, of course, Haley. All of them, plus many more, proved more out of touch with the base of the party than the twice-divorced former reality TV star from New York.There's little doubt, now, that Trump has remade the party in his own image. In so doing, he cleared out an entire bench of those who would have offered a different path to the White House. Even if the likes of Cruz or DeSantis were to run again, they would do so as a Trump product, not a tea party one.The next time there's a meaningful Republican primary election, it will be a question of which of the post-Trump figures can best channel his energy - not which of his contemporaries can best present an alternative.Patrick T. Brown is a fellow at the Ethics and Public Policy Center, a conservative think tank and advocacy group based in Washington, DC. He is also a former senior policy adviser to Congress' Joint Economic Committee.Sophia A. Nelson: Most of the fellas in the race backed Trump. That was a mistake with womenAfter the results of the Iowa caucuses, too many considered the trailblazing former South Carolina Gov."
Politico_Clean_2024_result_4,human,"Yet public alienation will escalate further if Barrett, Gorsuch and Kavanaugh join Justices Samuel Alito and Clarence Thomas in overruling Colorado's decision amid blistering dissents by Justices Ketanji Brown Jackson, Elena Kagan and Sonia Sotomayor. In contrast, if Roberts can convince even one Trump appointee to remain faithful to his or her professed originalist principles and join him and the liberal wing, the court would be in a position to issue a bipartisan opinion that Trump did indeed join an ""insurrection"" on Jan. 6.By affirming the Colorado decision, the Trump-appointed justices would make it clear that they are not merely rubber-stamps for the president who propelled them through the Senate - and that, despite prevailing public skepticism about the court, they are reaching out to their fellow justices in an on-going effort to decide hard cases on the basis of fundamental principles.Of course, Trump himself would react with outrage. He has already warned in a filing to the Supreme Court that the efforts to disqualify him threaten ""to unleash chaos and bedlam"" around the country. Yet his ultimate response may be tempered by the criminal trials he will be confronting over the coming months. Prosecutors and judges will not respond kindly to incendiary calls to allies like the Proud Boys to engage in violent protest. Nevertheless, so long as he remains relatively calm, he will still have many chances to speak to a larger public, and what he says will have a big impact on the presidential campaign.He has two choices if the Supreme Court prohibits his candidacy. On the one hand, he can call on his followers to boycott the polls, since they can no longer cast their ballots for their hero. On the other hand, he can make a deal with a particular Republican candidate and support their election as the second-best way to Make America Great Again.In either case, his position will have counterintuitive consequences. Although true believers will heed his call for a boycott, this will greatly increase the vote share of moderate Republicans showing up at the primaries - and help a mainstream GOP candidate gain the party's nomination. In contrast, if Trump designates a proxy, his candidate may well gain the party's nomination, but struggle to win the general election if they hold fast to the MAGA-line - since the Republicans must gain the support of centrist voters in swing states to win.However, there would be an even more significant consequence of the Supreme Court's vindication of the Disqualification Clause: its impact on Joe Biden. Though he tried to walk the comment back, few were shocked when Biden acknowledged last month, ""If Trump wasn't running, I'm not sure I'd be running."" As the president recognizes, he will be 86 by the end of his second term, even as he remains convinced he's the Democratic Party's best shot to defeat Trump.But if the court remains faithful to the Constitution, Trump won't be running. A much younger Republican candidate will take his place, which should lead Biden to reconsider his decision. A recent Gallup Poll reports that he entered the New Year with a 39 percent approval rating, lower than any modern president at this point in their first term - and that his age is one of the most important reasons he is suffering at the polls. Without Trump on the ballot, the president will be under intense pressure to leave the scene and open up the Democratic primary to younger candidates.If he does so, the 2024 campaign will take a dramatically different turn. Voters won't be hearing Biden and Trump make the same old attacks on one another. Democratic and Republican candidates will be looking to the future - and arguing for very different solutions to the very real problems the nation confronts at home and abroad.To ensure this happens, the Supreme Court should take one final step to reset the campaign. The justices will be hearing the Colorado case on February 8th, but 15 states have currently scheduled their primaries for Super Tuesday, March 5th. By the end of that month, voters will have elected more than half of all delegates to the national conventions. They'll have done so, however, with frontrunners who are no longer running. To allow new contenders from both parties to make their case to the voters, the justices should issue an injunction postponing Super Tuesday to early May - and provide potential candidates with a six-week opportunity to satisfy state ballot requirements.The Republican convention meets in the middle of July and Democrats will gather for their convention in August."
CNN_Clean_2023_result_256,human,"(CNN) &#8212; I arrived in Sudan from my home in Pittsburgh on April 12 to bury my father, one day after he passed. At my mother's house in Khartoum, friends and family kept us company, mourning with us and exchanging stories late into the night.On April 14, in the final week of Ramadan, we gathered in our yard to break our fast when the sun set. A few hours later, we were jolted awake by a sound that shook the entire house.It was nothing more than an accident, I thought. After all, my family lived on one of the busiest streets in a packed city. Accidents happen all the time.But the explosions kept coming, one after another. I looked outside to try to make sense of the commotion, when I saw dozens of Sudanese Armed Forces (SAF) pickup trucks racing past us towards the airport, with dozens more belonging to their rivals, the Rapid Support Forces (RSF), in close pursuit. Only then did I realize that my family and I were trapped in the middle of a war zone in the heart of Khartoum.Sudan had suffered for decades under the heavy hand of autocratic rule. In 2019, an uprising by the Sudanese people spurred the SAF and RSF toremovelongtime dictator Omar al-Bashir from power.At long last, there was a glimmer of hope for democracy in Sudan. Yet that, too, was snuffed out when the SAF and RSFtoppledthe civilian prime minister with whom they shared power as part of a purported transitionary phase toward democracy.Ever since, the SAF and RSF have jointly ruled with continuous tensions between the two factions. Both groups continued tostalla new agreement that would revamp the process to put Sudan on the path to civilian rule.As part of the final resolution being negotiated alongside Sudan's political parties, it was decided that the RSF, which essentially operated independently as an armed militia, would fold into the army under the banner of the SAF."
CNN_Clean_2023_result_1265,human,"(CNN) &#8212; On Tuesday, the ACLUfiled a lawsuitin response to Texas Gov. Greg Abbott'ssigning of a billthat he says will enable his state to fight illegal immigration. Under SB 4, migrants who enter Texas without authorization will be committing a state crime. Local law enforcement officers in the Lone Star State will have the power to arrest them, and state judges will be able to order them removed to Mexico. The law is scheduled to take effect in March.Abbott saidat a Monday news conference that he was taking this action on immigrationbecause""President Biden's deliberate inaction has left Texas to fend for itself. ""In escalating the battle over immigration between Texas and the Biden administration, Abbott is playing a dangerous, cynical game. His new law isconstitutionally suspect and logistically impractical.It will open the door to racial profiling of Latinos while placing Texas communities at risk. And there is no sound evidence that it will lead to a significant drop in illegal immigration.Abbott made this move against a backdrop ofrecord levelsof unauthorized entries at the southern border. In November alone, officials apprehended about 192,000 migrants between ports of entry, aborder patrol chief told CNN. This ongoing influx of migrants has become a huge political liability for President Joe Biden, and a drain on resources in border states.Yet SB 4 is legally problematic because it encroaches on federal authority over immigration. Under theSupremacy Clause of the constitution, federal laws take precedence over state measures, and existing federal law already guarantees migrants theright to apply for asylum.Texas cannot sweep such humanitarian relief away with its own law.In addition,for over 100 yearsthe Supreme Court has held that the power to regulate immigration lies exclusively with the federal government. In the 2012 caseArizona v. US,the high court established that states may not put in place their own immigration laws, citing ""the federal government's broad, undoubted power over immigration."" It's no wonder that a group of 30 former immigration judges, appointed by both Republicans and Democrats,signed a November letteropposing SB 4 as unlawful.SB 4 will allow state and local law enforcement in Texas to arrest people they suspect of being in the country illegally. However, assome Texas police chiefshave pointed out, this will pull police away from their regular duties, such as fighting violent crime. The law burdens local officers with immigration responsibilities, for which they may not have been trained.In a state that is40% Latino, according to the US Census Bureau, and about17% foreign-born, according to the American immigration Council, how are state and local police supposed to decide who is undocumented - by asking for papers? Or judging people based on their skin color or language preference?Turning all police into de facto immigration agents is bad policy because it will discourage migrants and their families from reporting crimes or coming forward as witnesses. Texas' new law will likely sow distrust between local law enforcement and Latino communities.That's whythree county chief executivesin Texas have written to Biden, urging him to take action against SB 4; they recognize the measure as a threat to public safety. It also represents a potential financial burden on state and local jail and justice systems, asTexas localities will bear the costsof incarcerating migrants andadjudicating their cases.Without a doubt, SB 4 is an extreme measure."
CNN_Clean_2024_result_144,human,"But we wondered, could it be that for parents, record-high rents -three in ten renter households now spend more thanhalf of their incomeon rent (according to a 2024 study)- are being exacerbated by a lack of affordable, accessible child care?In other words, could the convergence of a housing affordability crisis and a care affordability and availability crisis be forcing American parents to choose between paying for housing and paying for child care? Or, like Ms. Schields, could the inability to find child care, much less afford it, prevent parents from finding and keeping a job that would pay the rent?Across the country, parents have trouble finding child care - about half of the US population lives in achild care desert.When parents do find care, it's difficult to afford. An analysis by the Department of Labor's Women's Bureaufoundthat annual child care costs in 2018 ranged from more than $4,810 to $15,417 per child, depending on the type of care, a child's age and the population size of a county. The high cost of child care eats up between 8% to 19.3% of median family income - far higher than the7%that the Department of Health and Human Services considers affordable for families with low wages.For single parents like Schields, the 2018 analysis found that infant care costs can eat up anywhere from 24% to 75% of family income. And that cost is climbing: Average household child care costs have climbed more than 30% from 2019 to 2023. ""That's where my savings got depleted,"" Schields said.During the pandemic, Congress allocated $24 billion to a Child Care Stabilization Program to keep the already fragile child care system afloat. The funds enabledmore than 200,000 child care providersacross the country to pay rent, lower tuition for families in their care and raise wages for child care workers, which helped stanch the loss of child care workers to higher-paying sectors and kept programs open.But those funds expired on September 30 - the so-called child care cliff. Without them, as many asone in four child care programs is likely to shutteras a result. Could more families with young children lose child care, lose jobs and wind up losing their homes?Already, the Department of Labor is reporting that the number of people who've had toreduce hoursorcan't workbecause of a lack of child care skyrocketed from 112,000 to 179,000 workers in the two months following the September 30 child care cliff.But it doesn't have to be this way. Congress could agree to allocate the $16 billion increase in funding forchild carethat the Biden administration and Democrats in Congress have been pushing for since October to replace the expired child carestabilization funds.States can also step in. At least 11 states and Washington, DC have spent a combined $2.9 billion since 2023 to help support and stabilize local child care programs, according to a newly-releasedreportby The Century Foundation. TheNew MexicoandVermont legislatureshave passed measures to create and fund universal public child care systems. And more states can dedicate unused pandemic-eraAmerican Rescue Plan Act(ARPA) funds to shore up their child care systems.But as vital as these stabilization funds have been, they were never designed to fix the broken US child care system. To fix the system in the long term, we first need to shift long-held cultural biases.Some Americans believe it's better for a young child to stay home with a parent - namely the mother - and don't want a universal child care system. That view was clearly on display when the Idaho legislature not onlyprohibitedsome ARPA funds from being spent on child care for children ages four or younger, but last yearvotedto return millions of dollars back to the federal government rather than spend it on child care.RepublicanRep. Charlie Shepherdof Idaho said in 2021 that he wanted to stop any bill ""that makes it easier or more convenient for mothers to come out of the home and let others raise their child. ""But that view is disconnected from many families' everyday reality: A majority of children are raised in families whereall available parents work."
foxnews_opinion_foxnews_opinion_2023_result_167,human,"Mutual Fund and ETF data provided byRefinitiv Lipper.Bryan Llenas reports on former President Trump's frustrations after pleading not guilty to 34 felony charges.Former President Donald Trump's presidential campaign has been invigorated by the indictment by New York's Manhattan DA on flimsy charges of falsifying business records seven years ago. The former president has growing momentum, added fund-raising and better pollnumbers in the Republican primary.Maybe this is exactly what Democrats want. After all, President Joe Biden seems dead set on running for re-election even though no president with a job rating as low as Biden's has ever gotten re-elected. His best chance, many strategists believe, is to run a re-match against Trump. But our recent polling shows that Biden loses to Trump in a rematch given the state of the economy, immigration, and crime.Last December, Trump had a 2024 campaign announcement that lacked energy, was barely noticed, and he was giving rallies that few news outlets were even covering. Florida Governor Ron DeSantis was every month gaining new voters in the Republican primary while Trump was stalled. Then the full force of the law started coming after Trump and resuscitated his campaign and his political life.The indictment is splitting Americans along party lines. Eighty percent of Democrats supported an indictment, 79 percent of Republicans opposed it, and Independents were split 51-49 against according to the March Harvard CAPS/Harris Poll. Most Americans, however, also believe that the indictment is politically motivated and the Trump will eventually be acquitted.JONATHAN TURLEY: DONALD TRUMP INDICTMENT IGNORES THIS CORE LEGAL PRINCIPLEA review of the actual indictment raises even more questions about how it could possibly be issued. It claims that payments made in 2017 affected the 2016 election and fails to specify any crime that was committed to trigger making it a felony and extending the statute of limitations. Even in NY, this indictment is, in my view, likely to be tossed, further energizing the Trump campaign.Americans are split along party lines over how the indictment will affectTrump's presidential chances. Sixty-seven percent of Democrats think it will hurt his candidacy and 57 percent of Republicans say it will help, according to the March Harvard CAPS/Harris poll."
CNN_Clean_2024_result_523,human,")These films connect ecological devastation to patriarchy and hierarchy; the collapse of global ecosystems and the scarcity of resources are inseparable from violent (and gendered) exploitation. Dealing with climate catastrophe requires a fundamental challenge to the systems that have created the climate catastrophe in the first place: something that Hollywood, and people outside Hollywood, have trouble imagining or embracing.Like all the Mad Max films going back to the 1979 original, ""Fury Road"" and ""Furiosa"" are set in post-apocalyptic wastelands following some indeterminate eco-catastrophe. Food is scarce, water scarcer and civilization has disintegrated into warring gangs. ""Fury Road"" and ""Furiosa"" focus on a citadel ruled by tyrannical, bloodthirsty and toothy-masked Immortan Joe (played in ""Fury Road"" by Hugh Keays-Byrne and in ""Furiosa"" by Lachy Hulme). Joe controls a water supply pumped from an underground aquifer; women serve as his wives and bear him children, or else are hitched to giant milking machines. Male children become war boys - fanatic fighters convinced that they'll go to heaven if they die in battle for Joe.Joe keeps most of the population subjugated: They're thin, dirty and wait desperately for a sip of life-giving water. The control of natural resources gives Joe control of women's reproduction and of male violence - or vice versa.Either way, or both ways, Joe's rule depends on mechanics of exploitation and hierarchy. Patriarchal power is built on treating both people and the environment as things - to be expropriated for the greater glory of Joe. A better world requires not just a better use of resources, but a different relationship to resources and each other.In both Furiosa films, such a society emerges in the Green Place, the home from which Furiosa (played in ""Fury Road"" by Charlize Theron and in ""Furiosa"" by Anya Taylor-Joy) was stolen as a child. We only get glimpses of the Green Place, but it appears to be ruled collaboratively by women, and resources are shared, conserved and allocated to all.Again, many Hollywood films address climate crisis. Yet calls for sweeping political change often sit uneasily withingenre conventions and corporate moviemaking. There are some exceptions - such as the acerbic ""Don't Look Up"" (2022). But in general, creators have largely tried to avoid the insight that ""Furiosa"" makes plain - to solve the climate crisis, we need to resolve a crisis of political exploitation and inequity.One common narrative choice is to make the most fervent environmentalists the bad guys."
CNN_Clean_2023_result_369,human,"(CNN) &#8212; This Pride month feels different.Florida recently signed a bill into law that allows kids to beforcibly removed from their parents and homesbecause they are accessing gender-affirming health care.School districts in many states arebanning books and curriculumfeaturing the rich lives and experiences of LGBTQ people.Then there are thedrag queen witch huntsandclaims of ""grooming""for letting kids be who they are.It can be terrifying for those of us in the LBGTQ community and our loved ones. But l know hope isn't lost - that is, if you can turn that anger into fuel to fight for all of us to live safely, fairly and freely. ""To support our most marginalized, we must start by rising up and calling out injustice and hateful rhetoric,"" Melanie Willingham-Jaggers, executive director of GLSEN, which focuses on supporting LGBTQ youth and inclusive education, told me. ""It's crucial that we join our communities to speak out against bills that include curriculum and book bans and vote for down-ballot candidates like school board members and state legislators who support inclusive education. ""That sounds good, but how do we do that when there aremore than 400 pieces of anti-LGBTQ legislationproposed, pending or passed across several states this year alone? I promise there are some simple and immensely helpful ways in which LGBTQ people and allies can take action in June and every month.Here's how to clap back against the anti-LGBTQ vitriol this Pride:1. Be an active upstander:When a school, workplace or other establishment gets squeamish about running an LGBTQ program because of the current sociopolitical climate, challenge them. Point out the homophobic or transphobic undertones in their decision and help guide them to a place where LGBTQ representation and visibility is supported.Commit to being an active upstander. Call outmicroaggressions or subtle misconceptionsin real time when they're uttered and help create an environment where injustice gets checked and people are more aware of how their actions and words have the power to demean or to further justice and equity.Encourage passive allies to step up and become active ones. Change your social media profile image to theProgress Pride flagand consider that a starting point, not the sum total of expressed allyship. Honor that symbol by calling out misinformation about LGBTQ people that others share on social media. Counter hate with facts and defend LGBTQ people who are getting bullied or harassed, online or off.2. Take to the streets:Students walked outof school last year andmore recently in Aprilto protest the state's ""Don't Say Gay"" law;drag queens marchedat the Florida Capitol in Tallahassee, also in April. Make noise and create headlines with (legal) physical demonstrations of resistance to capture attention and raise awareness of the dire urgency of the moment, all that's at stake and the need to act. Even a small number of people in a small town can make local news. Turning out for apride march or eventthroughout June is one good way to show solidarity. Show up on other days, too, when groups gather at offices of local elected officials or school board meetings."
